from_course_id,to_course_id,type,confidence,raw_text
SP25-MATH-2310,SP25-MATH-4540,complex,0.6,"a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent."
SP25-MATH-2940,SP25-MATH-4540,complex,0.6,"a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent."
SP25-MATH-2220,SP25-MATH-4540,complex,0.6,"a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent."
SP25-MATH-2240,SP25-MATH-4540,complex,0.6,"a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent."
SP25-MATH-1920,SP25-MATH-4540,complex,0.6,"a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent."
SP25-MATH-1110,SP25-MATH-4710,or,0.9,"MATH 1110-MATH 1120, or equivalent."
SP25-MATH-1120,SP25-MATH-4710,or,0.9,"MATH 1110-MATH 1120, or equivalent."
SP25-MATH-4710,SP25-MATH-4720,complex,0.6,"MATH 4710 and linear algebra (MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent)."
SP25-MATH-2210,SP25-MATH-4720,complex,0.6,"MATH 4710 and linear algebra (MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent)."
SP25-MATH-2310,SP25-MATH-4720,complex,0.6,"MATH 4710 and linear algebra (MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent)."
SP25-MATH-2940,SP25-MATH-4720,complex,0.6,"MATH 4710 and linear algebra (MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent)."
SP25-MATH-4710,SP25-MATH-4740,complex,0.6,"MATH 4710, BTRY 3080/ILRST 3080/STSCI 3080, ORIE 3500, or ECON 3130 and linear algebra (MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent)."
SP25-MATH-2210,SP25-MATH-4740,complex,0.6,"MATH 4710, BTRY 3080/ILRST 3080/STSCI 3080, ORIE 3500, or ECON 3130 and linear algebra (MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent)."
SP25-MATH-2310,SP25-MATH-4740,complex,0.6,"MATH 4710, BTRY 3080/ILRST 3080/STSCI 3080, ORIE 3500, or ECON 3130 and linear algebra (MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent)."
SP25-MATH-2940,SP25-MATH-4740,complex,0.6,"MATH 4710, BTRY 3080/ILRST 3080/STSCI 3080, ORIE 3500, or ECON 3130 and linear algebra (MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent)."
SP25-MATH-2210,SP25-MATH-5200,complex,0.6,"a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent."
SP25-MATH-2310,SP25-MATH-5200,complex,0.6,"a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent."
SP25-MATH-2940,SP25-MATH-5200,complex,0.6,"a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent."
SP25-MATH-2220,SP25-MATH-5200,complex,0.6,"a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent."
SP25-MATH-2240,SP25-MATH-5200,complex,0.6,"a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent."
SP25-MATH-1920,SP25-MATH-5200,complex,0.6,"a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent."
SP25-MATH-4140,SP25-MATH-6120,or,0.9,"Strong performance in an undergraduate analysis course at the level of MATH 4140, or permission of instructor."
SP25-MATH-4310,SP25-MATH-6302,or,0.9,MATH 4310 or permission of instructor.
SP25-MATH-4340,SP25-MATH-6370,single,0.95,an advanced course in abstract algebra at the level of MATH 4340.
SP25-MATH-4340,SP25-MATH-6510,complex,0.6,"strong performance in an undergraduate abstract algebra course at the level of MATH 4340 and point-set topology at the level of MATH 4530, or permission of instructor."
SP25-MATH-6510,SP25-MATH-6540,or,0.9,MATH 6510 or permission of instructor.
SP25-MATH-4130,SP25-MATH-6620,complex,0.6,"MATH 6520 or strong performance in analysis (e.g., MATH 4130 and/or MATH 4140), linear algebra (e.g., MATH 4310), and coursework on manifolds and differential geometry at the undergraduate level, such as both MATH 3210 and MATH 4540."
SP25-MATH-4140,SP25-MATH-6620,complex,0.6,"MATH 6520 or strong performance in analysis (e.g., MATH 4130 and/or MATH 4140), linear algebra (e.g., MATH 4310), and coursework on manifolds and differential geometry at the undergraduate level, such as both MATH 3210 and MATH 4540."
SP25-MATH-4310,SP25-MATH-6620,complex,0.6,"MATH 6520 or strong performance in analysis (e.g., MATH 4130 and/or MATH 4140), linear algebra (e.g., MATH 4310), and coursework on manifolds and differential geometry at the undergraduate level, such as both MATH 3210 and MATH 4540."
SP25-MATH-4540,SP25-MATH-6620,complex,0.6,"MATH 6520 or strong performance in analysis (e.g., MATH 4130 and/or MATH 4140), linear algebra (e.g., MATH 4310), and coursework on manifolds and differential geometry at the undergraduate level, such as both MATH 3210 and MATH 4540."
SP25-MATH-4310,SP25-MATH-6810,complex,0.6,"an algebra course covering rings and fields (e.g., MATH 4310 or MATH 4330) or permission of instructor."
SP25-MATH-4130,SP25-MATH-7150,and,0.9,"some basic measure theory, Lp spaces, and (basic) functional analysis (e.g., MATH 6110). Advanced undergraduates who have taken MATH 4130-MATH 4140, but not MATH 6110, need permission of instructor."
SP25-MATH-4140,SP25-MATH-7150,and,0.9,"some basic measure theory, Lp spaces, and (basic) functional analysis (e.g., MATH 6110). Advanced undergraduates who have taken MATH 4130-MATH 4140, but not MATH 6110, need permission of instructor."
